station_id,datetime,component_type,component_value,id,name,district,lon,lat,hour
ARERA,2026-03-13 06:00:00,PM2_5,11.9,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 06:00
ARERA,2026-03-13 06:00:00,PM10,16.7,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 06:00
ALERA,2026-03-13 06:00:00,NO2,34.4,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 06:00
ALERA,2026-03-13 06:00:00,O3,16.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 06:00
ARERA,2026-03-13 06:00:00,NO2,29.7,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 06:00
AREPA,2026-03-13 06:00:00,NO2,19.8,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 06:00
AREPA,2026-03-13 06:00:00,PM10,18.8,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 06:00
ALEGA,2026-03-13 06:00:00,PM2_5,17.4,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 06:00
ALEGA,2026-03-13 06:00:00,PM10,21.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 06:00
ALIBA,2026-03-13 06:00:00,NO2,11.6,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 06:00
ALIBA,2026-03-13 06:00:00,O3,24.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 06:00
ALIBA,2026-03-13 06:00:00,PM10,8.7,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 06:00
ALIBA,2026-03-13 06:00:00,PM2_5,7.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 06:00
ALIBA,2026-03-13 06:00:00,SO2,1.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 06:00
ALERA,2026-03-13 06:00:00,PM2_5,11.3,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 06:00
ALEGA,2026-03-13 06:00:00,NO2,28.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 06:00
AKOBA,2026-03-13 06:00:00,PM10,17.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 06:00
ARIEA,2026-03-13 06:00:00,PM2_5,6.6,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 06:00
ASTOA,2026-03-13 06:00:00,PM2_5,4.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 06:00
ASUCA,2026-03-13 06:00:00,PM10,24.4,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 06:00
ACHOA,2026-03-13 06:00:00,NO2,14.8,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 06:00
ASTOA,2026-03-13 06:00:00,O3,7.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 06:00
AVRSA,2026-03-13 06:00:00,NO2,22.2,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 06:00
AVRSA,2026-03-13 06:00:00,PM10,11.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 06:00
ASUCA,2026-03-13 06:00:00,O3,17.3,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 06:00
ARIEA,2026-03-13 06:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 06:00
AVYNA,2026-03-13 06:00:00,NO2,25.3,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 06:00
ARIEA,2026-03-13 06:00:00,PM10,17.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 06:00
ARIEA,2026-03-13 06:00:00,O3,9.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 06:00
ARIEA,2026-03-13 06:00:00,NO2,25.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 06:00
AVYNA,2026-03-13 06:00:00,O3,1.0,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 06:00
ASTOA,2026-03-13 06:00:00,PM10,14.3,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 06:00
AVYNA,2026-03-13 06:00:00,PM10,51.1,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 06:00
AKOBA,2026-03-13 06:00:00,NO2,26.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 06:00
AKOBA,2026-03-13 06:00:00,O3,19.1,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 06:00
AKALA,2026-03-13 06:00:00,PM10,28.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 06:00
ASROA,2026-03-13 06:00:00,PM2_5,8.5,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 06:00
ASROA,2026-03-13 06:00:00,PM10,12.1,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 06:00
ASROA,2026-03-13 06:00:00,NO2,17.0,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 06:00
AHOLA,2026-03-13 06:00:00,NO2,36.6,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 06:00
AHOLA,2026-03-13 06:00:00,PM10,25.4,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 06:00
ACHOA,2026-03-13 06:00:00,PM10,9.2,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 06:00
AKALA,2026-03-13 06:00:00,NO2,27.2,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 06:00
AHOLA,2026-03-13 06:00:00,PM2_5,17.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 06:00
ALIBA,2026-03-13 07:00:00,PM10,9.5,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 07:00
ASTOA,2026-03-13 07:00:00,PM10,20.2,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 07:00
ALIBA,2026-03-13 07:00:00,PM2_5,8.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 07:00
ASROA,2026-03-13 07:00:00,PM10,12.9,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 07:00
ABREA,2026-03-13 07:00:00,NO2,15.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 07:00
ASROA,2026-03-13 07:00:00,PM2_5,8.3,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 07:00
ALERA,2026-03-13 07:00:00,PM2_5,12.8,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 07:00
ASROA,2026-03-13 07:00:00,NO2,17.1,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 07:00
AKALA,2026-03-13 07:00:00,PM10,24.8,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 07:00
ALEGA,2026-03-13 07:00:00,NO2,31.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 07:00
ALEGA,2026-03-13 07:00:00,PM10,19.8,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 07:00
ALEGA,2026-03-13 07:00:00,PM2_5,16.1,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 07:00
ALERA,2026-03-13 07:00:00,NO2,31.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 07:00
AREPA,2026-03-13 07:00:00,NO2,19.8,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 07:00
APRUA,2026-03-13 07:00:00,NO2,41.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 07:00
AREPA,2026-03-13 07:00:00,PM10,23.4,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 07:00
ASTOA,2026-03-13 07:00:00,PM2_5,3.5,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 07:00
APRUA,2026-03-13 07:00:00,PM10,5.4,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 07:00
ALERA,2026-03-13 07:00:00,O3,20.1,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 07:00
AKALA,2026-03-13 07:00:00,NO2,26.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 07:00
ALIBA,2026-03-13 07:00:00,O3,23.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 07:00
ASUCA,2026-03-13 07:00:00,O3,18.4,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 07:00
ACHOA,2026-03-13 07:00:00,NO2,15.9,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 07:00
AKOBA,2026-03-13 07:00:00,PM10,16.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 07:00
AKOBA,2026-03-13 07:00:00,O3,18.4,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 07:00
AKOBA,2026-03-13 07:00:00,NO2,28.6,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 07:00
AVYNA,2026-03-13 07:00:00,NO2,29.2,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 07:00
AVYNA,2026-03-13 07:00:00,O3,3.5,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 07:00
AVYNA,2026-03-13 07:00:00,PM10,164.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 07:00
AHOLA,2026-03-13 07:00:00,NO2,35.2,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 07:00
AHOLA,2026-03-13 07:00:00,PM10,29.8,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 07:00
AHOLA,2026-03-13 07:00:00,PM2_5,19.8,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 07:00
ACHOA,2026-03-13 07:00:00,PM10,14.6,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 07:00
ALIBA,2026-03-13 07:00:00,NO2,12.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 07:00
ARERA,2026-03-13 07:00:00,PM2_5,13.0,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 07:00
ARERA,2026-03-13 07:00:00,NO2,29.6,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 07:00
ARIEA,2026-03-13 07:00:00,NO2,22.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 07:00
ARIEA,2026-03-13 07:00:00,O3,14.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 07:00
ARIEA,2026-03-13 07:00:00,PM10,16.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 07:00
ARIEA,2026-03-13 07:00:00,PM2_5,10.7,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 07:00
ARIEA,2026-03-13 07:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 07:00
AVRSA,2026-03-13 07:00:00,PM10,11.1,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 07:00
AVRSA,2026-03-13 07:00:00,NO2,21.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 07:00
ASTOA,2026-03-13 07:00:00,O3,15.2,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 07:00
ALIBA,2026-03-13 07:00:00,SO2,1.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 07:00
ABREA,2026-03-13 07:00:00,PM10,11.5,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 07:00
ASUCA,2026-03-13 07:00:00,PM10,20.5,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 07:00
ARERA,2026-03-13 07:00:00,PM10,21.1,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 07:00
ALIBA,2026-03-13 08:00:00,O3,28.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 08:00
ALIBA,2026-03-13 08:00:00,PM10,11.3,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 08:00
ALIBA,2026-03-13 08:00:00,NO2,10.0,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 08:00
AKOBA,2026-03-13 08:00:00,O3,22.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 08:00
ASTOA,2026-03-13 08:00:00,PM10,21.9,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 08:00
ASTOA,2026-03-13 08:00:00,PM2_5,5.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 08:00
ALERA,2026-03-13 08:00:00,NO2,26.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 08:00
ALERA,2026-03-13 08:00:00,O3,25.5,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 08:00
ALERA,2026-03-13 08:00:00,PM2_5,13.7,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 08:00
ALIBA,2026-03-13 08:00:00,PM2_5,16.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 08:00
ASUCA,2026-03-13 08:00:00,O3,24.9,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 08:00
ASUCA,2026-03-13 08:00:00,PM10,10.4,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 08:00
AHOLA,2026-03-13 08:00:00,PM2_5,21.7,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 08:00
AHOLA,2026-03-13 08:00:00,PM10,30.9,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 08:00
AHOLA,2026-03-13 08:00:00,NO2,32.4,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 08:00
AVRSA,2026-03-13 08:00:00,PM10,17.9,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 08:00
ASTOA,2026-03-13 08:00:00,O3,25.1,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 08:00
ALIBA,2026-03-13 08:00:00,SO2,1.8,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 08:00
AVRSA,2026-03-13 08:00:00,NO2,18.5,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 08:00
ARERA,2026-03-13 08:00:00,PM2_5,11.8,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 08:00
ARIEA,2026-03-13 08:00:00,PM2_5,15.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 08:00
ARIEA,2026-03-13 08:00:00,PM10,15.5,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 08:00
AKALA,2026-03-13 08:00:00,PM10,15.5,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 08:00
AKALA,2026-03-13 08:00:00,NO2,25.4,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 08:00
ALEGA,2026-03-13 08:00:00,NO2,31.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 08:00
ALEGA,2026-03-13 08:00:00,PM10,19.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 08:00
ARERA,2026-03-13 08:00:00,NO2,20.9,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 08:00
ARERA,2026-03-13 08:00:00,PM10,19.7,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 08:00
ABREA,2026-03-13 08:00:00,PM10,15.9,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 08:00
ALEGA,2026-03-13 08:00:00,PM2_5,14.9,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 08:00
ARIEA,2026-03-13 08:00:00,O3,23.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 08:00
AREPA,2026-03-13 08:00:00,PM10,23.4,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 08:00
AREPA,2026-03-13 08:00:00,NO2,18.5,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 08:00
ARIEA,2026-03-13 08:00:00,NO2,18.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 08:00
AKOBA,2026-03-13 08:00:00,PM10,19.3,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 08:00
APRUA,2026-03-13 08:00:00,PM10,3.1,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 08:00
APRUA,2026-03-13 08:00:00,NO2,31.7,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 08:00
ASROA,2026-03-13 08:00:00,NO2,13.4,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 08:00
ASROA,2026-03-13 08:00:00,PM10,13.6,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 08:00
ASROA,2026-03-13 08:00:00,PM2_5,8.0,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 08:00
ABREA,2026-03-13 08:00:00,NO2,15.1,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 08:00
AVYNA,2026-03-13 08:00:00,PM10,151.6,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 08:00
ACHOA,2026-03-13 08:00:00,PM10,17.0,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 08:00
ACHOA,2026-03-13 08:00:00,NO2,15.4,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 08:00
AVYNA,2026-03-13 08:00:00,O3,11.3,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 08:00
AVYNA,2026-03-13 08:00:00,NO2,29.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 08:00
AKOBA,2026-03-13 08:00:00,NO2,25.8,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 08:00
ARIEA,2026-03-13 08:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 08:00
AVRSA,2026-03-13 09:00:00,NO2,15.6,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 09:00
ALIBA,2026-03-13 09:00:00,O3,36.1,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 09:00
AVYNA,2026-03-13 09:00:00,PM10,124.3,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 09:00
AVYNA,2026-03-13 09:00:00,O3,26.7,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 09:00
AVYNA,2026-03-13 09:00:00,NO2,24.5,AVYNA,Praha 9-Vysočany,praha-9,14.503096,50.11108,2026-03-13 09:00
ARERA,2026-03-13 09:00:00,NO2,12.6,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 09:00
ARERA,2026-03-13 09:00:00,PM10,14.1,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 09:00
ARERA,2026-03-13 09:00:00,PM2_5,9.3,ARERA,Praha 5-Řeporyje,praha-reporyje,14.309583,50.030514,2026-03-13 09:00
AREPA,2026-03-13 09:00:00,PM10,21.0,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 09:00
AVRSA,2026-03-13 09:00:00,PM10,19.3,AVRSA,Praha 10-Vršovice,praha-10,14.446152,50.066429,2026-03-13 09:00
ARIEA,2026-03-13 09:00:00,PM10,17.4,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 09:00
ASUCA,2026-03-13 09:00:00,O3,35.4,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 09:00
ALIBA,2026-03-13 09:00:00,NO2,6.7,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 09:00
ALIBA,2026-03-13 09:00:00,PM2_5,17.2,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 09:00
ALIBA,2026-03-13 09:00:00,SO2,2.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 09:00
ASROA,2026-03-13 09:00:00,PM2_5,7.3,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 09:00
ASROA,2026-03-13 09:00:00,NO2,12.3,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 09:00
APRUA,2026-03-13 09:00:00,PM10,37.5,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 09:00
AREPA,2026-03-13 09:00:00,NO2,17.5,AREPA,Praha 1-n. Republiky,praha-1,14.42922,50.088066,2026-03-13 09:00
ASTOA,2026-03-13 09:00:00,O3,35.2,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 09:00
ASTOA,2026-03-13 09:00:00,PM10,14.8,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 09:00
ASTOA,2026-03-13 09:00:00,PM2_5,6.0,ASTOA,Praha 5-Stodůlky,praha-13,14.331413,50.046131,2026-03-13 09:00
ARIEA,2026-03-13 09:00:00,SO2,1.3,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 09:00
ARIEA,2026-03-13 09:00:00,PM2_5,17.8,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 09:00
ALIBA,2026-03-13 09:00:00,PM10,10.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 09:00
ARIEA,2026-03-13 09:00:00,O3,32.6,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 09:00
ARIEA,2026-03-13 09:00:00,NO2,16.0,ARIEA,Praha 2-Riegrovy sady,praha-2,14.442692,50.081482,2026-03-13 09:00
ASUCA,2026-03-13 09:00:00,PM10,8.1,ASUCA,Praha 6-Suchdol,praha-lysolaje,14.384639,50.12653,2026-03-13 09:00
APRUA,2026-03-13 09:00:00,NO2,20.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 09:00
ASROA,2026-03-13 09:00:00,PM10,13.1,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 09:00
ALEGA,2026-03-13 09:00:00,NO2,28.0,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 09:00
AKOBA,2026-03-13 09:00:00,PM10,16.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 09:00
AKOBA,2026-03-13 09:00:00,O3,34.5,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 09:00
AKOBA,2026-03-13 09:00:00,NO2,20.2,AKOBA,Praha 8-Kobylisy,praha-8,14.467578,50.122189,2026-03-13 09:00
ABREA,2026-03-13 09:00:00,PM10,17.8,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 09:00
ALERA,2026-03-13 09:00:00,PM2_5,11.6,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 09:00
ALERA,2026-03-13 09:00:00,O3,36.3,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 09:00
ALERA,2026-03-13 09:00:00,NO2,18.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 09:00
ABREA,2026-03-13 09:00:00,NO2,13.6,ABREA,Praha 6-Břevnov,praha-6,14.380116,50.084385,2026-03-13 09:00
ALEGA,2026-03-13 09:00:00,PM2_5,14.5,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 09:00
ALEGA,2026-03-13 09:00:00,PM10,20.2,ALEGA,Praha 2-Legerova (hot spot),praha-2,14.430673,50.072388,2026-03-13 09:00
ACHOA,2026-03-13 09:00:00,NO2,11.6,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 09:00
AKALA,2026-03-13 09:00:00,NO2,22.7,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 09:00
AKALA,2026-03-13 09:00:00,PM10,10.1,AKALA,Praha 8-Karlín,praha-8,14.442049,50.094238,2026-03-13 09:00
ACHOA,2026-03-13 09:00:00,PM10,12.7,ACHOA,Praha 4-Chodov,praha-11,14.51745,50.03017,2026-03-13 09:00
AHOLA,2026-03-13 09:00:00,PM2_5,20.0,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 09:00
AHOLA,2026-03-13 09:00:00,NO2,29.3,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 09:00
AHOLA,2026-03-13 09:00:00,PM10,21.6,AHOLA,Praha 7-Holešovice,praha-7,14.44365,50.108845,2026-03-13 09:00
ASROA,2026-03-13 10:00:00,PM10,13.1,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 10:00
ASROA,2026-03-13 10:00:00,PM2_5,6.9,ASROA,Praha 10-Šrobárova,praha-10,14.472661,50.07515,2026-03-13 10:00
APRUA,2026-03-13 10:00:00,NO2,18.3,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 10:00
ALIBA,2026-03-13 10:00:00,SO2,1.9,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 10:00
ALIBA,2026-03-13 10:00:00,PM2_5,16.4,ALIBA,Praha 4-Libuš,praha-12,14.445933,50.007305,2026-03-13 10:00
APRUA,2026-03-13 10:00:00,PM10,65.6,APRUA,Praha 10-Průmyslová,praha-15,14.53782,50.062298,2026-03-13 10:00
ALERA,2026-03-13 10:00:00,PM2_5,10.0,ALERA,Letiště Praha,praha-6,14.257226,50.107086,2026-03-13 10:00
